,experiment,server_round,total_num_clients,total_num_examples,accuracy,loss,training_time,val_accuracy,val_loss,evaluation_total_num_clients,evaluation_total_num_examples,evaluation_accuracy,evaluation_loss,evaluation_time,batch_size,epochs,validation_split
63,1,64,5,50000.0,0.5489777684211731,1.2500801801681518,5.721652500999972,0.4916000008583069,1.406025505065918,5,10000.0,0.5291000008583069,1.3159095287322995,0.5234564345999388,32,1,0.1
64,1,65,5,50000.0,0.5512444496154785,1.239562487602234,5.720345716800012,0.4888000011444092,1.4189006328582765,5,10000.0,0.5245000123977661,1.317450189590454,0.5313778110000384,32,1,0.1
65,1,66,5,50000.0,0.5583777666091919,1.2306609869003295,5.707650257199974,0.4894000053405761,1.4154778480529786,5,10000.0,0.5197999954223633,1.3204989433288574,0.5244169382000109,32,1,0.1
66,1,67,5,50000.0,0.5555111169815063,1.2327833652496338,5.653999904200009,0.4900000095367432,1.4276991844177247,5,10000.0,0.5236000061035156,1.3158886432647705,0.5310733477999292,32,1,0.1
67,1,68,5,50000.0,0.5588666677474976,1.2241509437561036,5.721514019200094,0.4912000000476837,1.41367712020874,5,10000.0,0.5254999876022339,1.3090341329574584,0.531668504000072,32,1,0.1
68,1,69,5,50000.0,0.5613555550575257,1.218069052696228,5.723021857999948,0.5056000053882599,1.4048343181610108,5,10000.0,0.520200002193451,1.327765679359436,0.5186005196000224,32,1,0.1
69,1,70,5,50000.0,0.5617111086845398,1.2146143913269043,5.709781359399995,0.4986000120639801,1.4047323942184449,5,10000.0,0.5317999958992005,1.3090874910354615,0.5284719384000255,32,1,0.1
70,1,71,5,50000.0,0.5620666742324829,1.2106947422027587,5.708482237599902,0.493800002336502,1.3997367858886718,5,10000.0,0.5284999966621399,1.305952262878418,0.5290887471999668,32,1,0.1
71,1,72,5,50000.0,0.5667777776718139,1.2016918182373046,5.723450165800022,0.4933999955654144,1.401946449279785,5,10000.0,0.5322999954223633,1.3103172063827515,0.5240103397999973,32,1,0.1
72,1,73,5,50000.0,0.5704444408416748,1.1965993404388429,5.669348048199981,0.5016000092029571,1.4044657707214356,5,10000.0,0.5328999996185303,1.3020228624343873,0.5114709038000456,32,1,0.1
73,1,74,5,50000.0,0.5714222311973571,1.1926161766052246,5.627656055000035,0.5092000067234039,1.3842620134353638,5,10000.0,0.5346000075340271,1.300934910774231,0.5250215819999994,32,1,0.1
74,1,75,5,50000.0,0.5726666808128357,1.1864481925964356,5.674460237999938,0.500600004196167,1.3848645687103271,5,10000.0,0.5323000073432922,1.3038241624832154,0.5238069060000271,32,1,0.1
75,1,76,5,50000.0,0.5745333313941956,1.1837480545043946,5.704660018800041,0.498199999332428,1.4216378211975098,5,10000.0,0.536300003528595,1.2939188718795775,0.5197985297999821,32,1,0.1
76,1,77,5,50000.0,0.574488890171051,1.182196569442749,5.699487736199989,0.5037999987602234,1.3905416011810303,5,10000.0,0.5381999969482422,1.2932249784469605,0.5267137191999609,32,1,0.1
77,1,78,5,50000.0,0.5792222142219543,1.1721050500869752,5.771534402000043,0.5006000161170959,1.3851335525512696,5,10000.0,0.535699999332428,1.2938680171966552,0.543486889199994,32,1,0.1
78,1,79,5,50000.0,0.5804666757583619,1.1700580358505248,5.847962758799895,0.5113999962806701,1.391697120666504,5,10000.0,0.5340000033378601,1.298126292228699,0.5422028699999373,32,1,0.1
79,1,80,5,50000.0,0.5822444319725036,1.163294792175293,6.025522613200019,0.5016000032424927,1.3974610567092896,5,10000.0,0.5389000058174134,1.2884896993637085,0.6126768707999417,32,1,0.1
80,1,81,5,50000.0,0.5854666709899903,1.1521009445190429,6.503360390000035,0.5061999976634979,1.3851468563079834,5,10000.0,0.5358999967575073,1.287229871749878,0.6500411831999827,32,1,0.1
81,1,82,5,50000.0,0.5867555618286133,1.1520047426223754,6.535215825999921,0.4935999989509582,1.4123049974441528,5,10000.0,0.5389999985694885,1.2925606966018677,0.6996139947999381,32,1,0.1
82,1,83,5,50000.0,0.5874666690826416,1.152237272262573,6.523297894600045,0.5156000018119812,1.3701542377471925,5,10000.0,0.539300000667572,1.2807514905929565,0.6591779177999797,32,1,0.1
83,1,84,5,50000.0,0.5893333315849304,1.141871738433838,6.516366932799929,0.5074000000953675,1.3872411727905274,5,10000.0,0.540500009059906,1.2872785806655884,0.647234456599881,32,1,0.1
84,1,85,5,50000.0,0.5896888971328735,1.1399614810943604,6.670165050199967,0.5057999968528748,1.3908135175704956,5,10000.0,0.5466000080108643,1.2727869510650636,0.6436105333999876,32,1,0.1
85,1,86,5,50000.0,0.5909777760505677,1.1359147071838378,6.52050730019996,0.5090000033378601,1.366944146156311,5,10000.0,0.546399986743927,1.274918222427368,0.542163470999958,32,1,0.1
86,1,87,5,50000.0,0.5943333268165588,1.1331318616867063,5.797643900200001,0.5090000033378601,1.373087573051453,5,10000.0,0.5444000005722046,1.2765276908874512,0.5388980473999709,32,1,0.1
87,1,88,5,50000.0,0.5976222038269043,1.1231027126312256,5.78842424419995,0.5153999984264374,1.3718998432159424,5,10000.0,0.5458999991416931,1.275178170204163,0.5444609052000032,32,1,0.1
88,1,89,5,50000.0,0.5983111262321472,1.12116858959198,5.75815930980002,0.5155999958515167,1.371895360946655,5,10000.0,0.5450000047683716,1.2817707061767578,0.5412855729999592,32,1,0.1
89,1,90,5,50000.0,0.6002222299575806,1.1170732736587523,5.808393450400035,0.5154000043869018,1.364166021347046,5,10000.0,0.5403999924659729,1.2844997882843017,0.5500036570000247,32,1,0.1
90,1,91,5,50000.0,0.6040444374084473,1.1052225589752198,5.813666936199979,0.5107999980449677,1.3757269382476809,5,10000.0,0.5477999925613404,1.2740320682525634,0.5399138685999787,32,1,0.1
91,1,92,5,50000.0,0.6026666522026062,1.1075939416885376,5.820504642800051,0.5165999889373779,1.3526071310043335,5,10000.0,0.5474000096321106,1.2667973518371582,0.5376216672000738,32,1,0.1
92,1,93,5,50000.0,0.6052444458007813,1.1075050592422486,5.805140129399979,0.5101999998092651,1.374224591255188,5,10000.0,0.5476999878883362,1.2650198936462402,0.5360877325999354,32,1,0.1
93,1,94,5,50000.0,0.6084888935089111,1.0936073541641236,5.787854986799994,0.5152000069618226,1.3668110132217408,5,10000.0,0.5470000147819519,1.2707955598831178,0.5439796554001077,32,1,0.1
94,1,95,5,50000.0,0.6079110980033875,1.0901801586151123,5.775120202000017,0.5124000012874603,1.3758381605148315,5,10000.0,0.5410999894142151,1.2765832901000975,0.5233516616000088,32,1,0.1
95,1,96,5,50000.0,0.6075777769088745,1.090903902053833,5.725129485399974,0.5092000126838684,1.3645370721817016,5,10000.0,0.5472999930381774,1.26968514919281,0.5284890369999176,32,1,0.1
96,1,97,5,50000.0,0.6131777763366699,1.0803989171981812,5.705963645800011,0.518800002336502,1.3727299213409423,5,10000.0,0.5503999948501587,1.2687220811843871,0.5564809615999365,32,1,0.1
97,1,98,5,50000.0,0.6125111103057861,1.0841083765029906,5.734086296000032,0.5339999914169311,1.3430074453353882,5,10000.0,0.5529000043869019,1.2554515838623046,0.5267547563999869,32,1,0.1
98,1,99,5,50000.0,0.612844443321228,1.0774196147918702,5.710585930000071,0.524999988079071,1.3588723182678222,5,10000.0,0.5504000067710877,1.2567548513412476,0.5326544251999167,32,1,0.1
99,1,100,5,50000.0,0.6157777905464172,1.0764065742492677,5.72716284840003,0.5254000067710877,1.352512788772583,5,10000.0,0.5573000073432922,1.2488672733306885,0.5381841966000138,32,1,0.1
0,2,1,5,50000.0,0.158666667342186,2.3153741359710693,18.14386761979986,0.0967999994754791,2.3041666030883787,5,10000.0,0.1000000014901161,2.302927017211914,0.7540035375999651,32,2,0.1
1,2,2,5,50000.0,0.1581333309412002,2.286328125,11.22955147119992,0.0865999996662139,2.307903289794922,5,10000.0,0.1000000014901161,2.304731845855713,0.5205156266000813,32,2,0.1
2,2,3,5,50000.0,0.1788444399833679,2.203831195831299,11.103890561799926,0.0878000006079673,2.3155377864837647,5,10000.0,0.1000000014901161,2.30904769897461,0.5229946516000382,32,2,0.1
3,2,4,5,50000.0,0.1948888897895813,2.142802143096924,11.102157733999956,0.0865999996662139,2.32395133972168,5,10000.0,0.1000000014901161,2.3152755737304687,0.5267334901999675,32,2,0.1
4,2,5,5,50000.0,0.2141333311796188,2.0734460830688475,11.061031649199958,0.0853999987244606,2.332808256149292,5,10000.0,0.1000000014901161,2.3219279289245605,0.5238569088000077,32,2,0.1
5,2,6,5,50000.0,0.2443777769804,1.9739537239074707,11.052311461600038,0.0829999968409538,2.333289051055908,5,10000.0,0.1000000014901161,2.3233226776123046,0.5155871537999701,32,2,0.1
6,2,7,5,50000.0,0.2840222179889679,1.883978819847107,11.067128633599983,0.0829999968409538,2.334412717819214,5,10000.0,0.1000000014901161,2.32654333114624,0.515487507600028,32,2,0.1
7,2,8,5,50000.0,0.3138222217559814,1.80878427028656,11.020042528999968,0.0959999978542328,2.3345797061920166,5,10000.0,0.1525999993085861,2.3283491134643555,0.5128017555997758,32,2,0.1
8,2,9,5,50000.0,0.3456222236156464,1.742372703552246,11.058673182200163,0.1108000010251998,2.326447916030884,5,10000.0,0.1064999997615814,2.32364182472229,0.5165816634001204,32,2,0.1
9,2,10,5,50000.0,0.3692888855934143,1.6850234746932984,11.08461470079992,0.1151999995112419,2.29931640625,5,10000.0,0.1150999993085861,2.295855712890625,0.5156844147999436,32,2,0.1
10,2,11,5,50000.0,0.3859333395957947,1.6464545488357545,11.05779362259991,0.144200000166893,2.2120922565460206,5,10000.0,0.1548000007867813,2.2087865352630613,0.5197406587999467,32,2,0.1
11,2,12,5,50000.0,0.4101555526256561,1.5997933149337769,11.072008396600085,0.2563999980688095,2.034291648864746,5,10000.0,0.2800999999046326,2.0151645660400392,0.5087274219999927,32,2,0.1
12,2,13,5,50000.0,0.4245777785778045,1.5628207921981812,11.079355727400072,0.3632000029087067,1.8361385822296143,5,10000.0,0.3969000041484832,1.78398118019104,0.5181956678000461,32,2,0.1
13,2,14,5,50000.0,0.4438444495201111,1.5289826154708863,11.259013171199967,0.4072000026702881,1.6767135620117188,5,10000.0,0.4334999978542328,1.6055042505264283,0.5188889384000503,32,2,0.1
14,2,15,5,50000.0,0.4510444462299346,1.4988479375839234,11.346638345799876,0.4083999931812286,1.6100497245788574,5,10000.0,0.4565999925136566,1.508105254173279,0.5453881065999667,32,2,0.1
15,2,16,5,50000.0,0.4579777777194976,1.481469488143921,11.280435443999975,0.4214000046253204,1.5715118885040282,5,10000.0,0.4612999975681305,1.4690611124038695,0.5226151638001284,32,2,0.1
16,2,17,5,50000.0,0.471488893032074,1.4538508892059323,12.15544044140006,0.429200005531311,1.5455870628356934,5,10000.0,0.477999997138977,1.435955023765564,0.6132486634000998,32,2,0.1
17,2,18,5,50000.0,0.4783777832984924,1.4303800582885742,12.533663501999945,0.4217999994754791,1.5659712553024292,5,10000.0,0.4821999967098236,1.4250090837478635,0.6956232548000116,32,2,0.1
18,2,19,5,50000.0,0.48442223072052,1.4103626251220702,12.973478494400023,0.4325999975204467,1.5366781949996948,5,10000.0,0.4861000001430512,1.4032231092453002,0.6930375345998983,32,2,0.1
19,2,20,5,50000.0,0.4973333358764648,1.3877102613449095,12.555041608600003,0.4614000022411346,1.4933354139328003,5,10000.0,0.4915000021457672,1.3891802072525024,0.6430020900000273,32,2,0.1
20,2,21,5,50000.0,0.4998000085353851,1.3744199514389035,11.528815970200048,0.4488000094890594,1.506580829620361,5,10000.0,0.4995999991893768,1.3753599882125855,0.537755845600168,32,2,0.1
21,2,22,5,50000.0,0.5089555621147156,1.3592347621917724,11.26754630880014,0.4562000036239624,1.4890772581100464,5,10000.0,0.5005000114440918,1.3651568174362183,0.5298659816000508,32,2,0.1
22,2,23,5,50000.0,0.514044439792633,1.3387737274169922,12.925838019599995,0.4614000022411346,1.4667900323867795,5,10000.0,0.5113999962806701,1.3464048385620118,0.5303038738000396,32,2,0.1
23,2,24,5,50000.0,0.5215999960899353,1.3284724235534668,11.097089095799948,0.4734000027179718,1.464622187614441,5,10000.0,0.5157999992370605,1.338478422164917,0.5246851640001295,32,2,0.1
24,2,25,5,50000.0,0.5265555620193482,1.306351637840271,11.13300436160016,0.4666000008583069,1.4666398286819458,5,10000.0,0.5168999791145324,1.3495549440383912,0.513310733200069,32,2,0.1
25,2,26,5,50000.0,0.5288444399833679,1.3029361009597775,11.102844619800088,0.4741999983787537,1.4724081039428711,5,10000.0,0.5176999926567077,1.3326941967010495,0.5102075624000463,32,2,0.1
26,2,27,5,50000.0,0.5353999972343445,1.2863202095031738,11.09286581340002,0.4814000010490417,1.4396265268325803,5,10000.0,0.521399998664856,1.3197246551513673,0.533150793599907,32,2,0.1
27,2,28,5,50000.0,0.542466676235199,1.2682908296585085,11.084503007400146,0.4794000029563904,1.42855806350708,5,10000.0,0.5241999864578247,1.313595676422119,0.5183281625999371,32,2,0.1
28,2,29,5,50000.0,0.5484888911247253,1.2570499658584595,11.078572174999954,0.4840000033378601,1.4463092803955078,5,10000.0,0.5235000014305115,1.3121525049209597,0.5096628569997848,32,2,0.1
29,2,30,5,50000.0,0.5524666666984558,1.2436156272888184,11.149694001400077,0.4882000088691711,1.4065118074417111,5,10000.0,0.522599995136261,1.2970808029174803,0.5283682446000967,32,2,0.1
30,2,31,5,50000.0,0.5542222261428833,1.2364136457443238,11.226877419800074,0.4825999915599823,1.4256523370742795,5,10000.0,0.5286000013351441,1.299048924446106,0.5324930578000021,32,2,0.1
31,2,32,5,50000.0,0.5614888787269592,1.2187398433685304,11.178836836399933,0.4906000077724456,1.3964130640029908,5,10000.0,0.53160001039505,1.2906475067138672,0.5245066932001464,32,2,0.1
32,2,33,5,50000.0,0.5653555512428283,1.211210989952087,11.074980689200038,0.4867999970912933,1.4017441511154174,5,10000.0,0.5276000022888183,1.295523738861084,0.5170428963999256,32,2,0.1
33,2,34,5,50000.0,0.5703333377838135,1.1961216688156129,11.056331055199916,0.4891999959945678,1.4213308572769163,5,10000.0,0.5305999994277955,1.2903400659561155,0.5321625336000579,32,2,0.1
34,2,35,5,50000.0,0.5750444293022156,1.1871607065200809,11.110624461600036,0.4966000020503998,1.3916292905807497,5,10000.0,0.536899995803833,1.281352663040161,0.5254171726001005,32,2,0.1
35,2,36,5,50000.0,0.5780222296714783,1.1749167919158936,11.126294869199956,0.4945999920368195,1.3998484373092652,5,10000.0,0.5391000032424926,1.2747585773468018,0.5089246663999802,32,2,0.1
36,2,37,5,50000.0,0.5842666625976562,1.1602545499801635,11.133069534999958,0.5160000085830688,1.367408490180969,5,10000.0,0.5465000033378601,1.2599311828613282,0.5340954966001845,32,2,0.1
37,2,38,5,50000.0,0.5865999937057496,1.154599404335022,11.03700924619998,0.5119999885559082,1.3782323837280273,5,10000.0,0.5467999935150146,1.259921145439148,0.5198162566000064,32,2,0.1
38,2,39,5,50000.0,0.5913110971450806,1.1450031518936157,11.152436651799873,0.5060000061988831,1.3872103452682496,5,10000.0,0.5442000031471252,1.2588772773742676,0.5175610434000191,32,2,0.1
39,2,40,5,50000.0,0.5900222301483155,1.143234419822693,11.105570693799928,0.5034000039100647,1.3802254915237426,5,10000.0,0.5496000051498413,1.252276396751404,0.5138696908001293,32,2,0.1
